,index,dim_date_id,dim_shop_id,dim_goods_id,week,t_qty_pre,t_qty_pre_s,t_qty_pre_sea,t_qty_low,t_qty_high,qtl_low,qtl_high,cv1,cv2,lr_b,lr_r,lr_b6,lr_r6,t_amount_df1,t_qty_df1,t_amount_df2,t_qty_df2,t_amount_df3,t_qty_df3,t_amount_df4,t_qty_df4,t_amount_df5,t_qty_df5,t_amount_df6,t_qty_df6,t_amount_df7,t_qty_df7,qty_m_p1,amount_m_p1,qty_m_p2,amount_m_p2,qty_m_p3,amount_m_p3,amount_avg3,qty_avg3,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10,price_avg3,price_m_p1,price_m_p2,price_m_p3,member_id_sum_df1,member_rate_df1,datetype_df1,is_proflag_df1,is_discount_df1,uv_goods_df1,uv_rate_df1,t_qty,member_id_sum,member_rate,datetype,is_proflag,is_discount,uv_goods,uv_rate,price_df1,dim_shop_id_label,week_2,week_3,week_4,week_5,week_6,week_7,shop_goods
5410,5410,2018-09-29,9L07,905936,6,63.02396779764246,33.690475667942344,25.367346938775512,44.11656244597288,81.93137314931205,10.0,55.699999999999974,-0.166847447735464,1.0909090909090908,0.4666666666666665,0.067,2.142857142857144,0.068,316.80000000000007,36.0,360.8000000000001,41.0,580.8000000000002,66.0,182.60000000000005,19.0,334.39999999999986,35.0,336.6,34.0,554.3999999999997,56.0,41.07142857142857,381.86428571428576,24.214285714285715,244.4907142857143,32.56666666666667,311.4789999999999,419.46666666666675,47.666666666666664,0.5454545454545454,0.8765217391304349,0.7552447552447553,0.9549086029945828,1.534496607246947,1.322181142607884,1.1785714285714286,1.1605797101449276,1.6961651917404128,0.7435297558122532,8.800000000000002,9.297565217391305,10.096961651917404,9.564350051177069,35.0,0.015500442869796282,0.0,1.0,0.0,347.0,0.1037463976945245,49.0,48.0,0.018223234624145785,1,1,0,474.0,0.11181434599156118,8.800000000000002,12,0,0,0,0,1,0,9L07-905936
5610,5610,2018-09-30,9L07,905936,7,42.784284377974146,38.14285714285714,5.755102040816325,23.75449269390091,61.814076062047384,10.0,55.699999999999974,-0.2495194054074217,1.0909090909090908,0.5689075630252097,0.095,3.3142857142857216,0.147,466.4000000000002,53.0,316.80000000000007,36.0,360.8000000000001,41.0,580.8000000000002,66.0,182.60000000000005,19.0,334.39999999999986,35.0,336.6,34.0,37.857142857142854,352.87857142857143,27.071428571428573,265.77642857142854,33.0,314.5923333333333,381.3333333333335,43.333333333333336,1.2926829268292683,1.4000000000000001,1.223076923076923,1.043519131170101,1.1301509080974304,0.987329639491711,1.2058823529411764,1.1446540880503147,1.3984168865435354,0.8203463203463204,8.800000000000002,9.321320754716982,9.817598944591028,9.533101010101008,48.0,0.018223234624145785,1.0,1.0,0.0,474.0,0.11181434599156118,21.0,21.0,0.014893617021276596,1,1,0,273.0,0.08424908424908427,8.800000000000004,12,0,0,0,0,0,1,9L07-905936
5804,5804,2018-10-01,9L07,905936,1,27.409866422261096,47.392855180913045,-8.06734693877551,8.227110011165458,46.59262283335674,10.0,55.699999999999974,-0.08821714865566439,1.0909090909090908,0.5271708683473387,0.081,-0.6857142857143099,0.005,202.40000000000006,23.0,466.4000000000002,53.0,316.80000000000007,36.0,360.8000000000001,41.0,580.8000000000002,66.0,182.60000000000005,19.0,334.39999999999986,35.0,35.642857142857146,333.0071428571428,27.428571428571427,265.45500000000004,31.833333333333332,302.19899999999996,328.5333333333335,37.333333333333336,0.6388888888888888,0.6452905811623246,0.6160714285714285,0.7613851783961416,0.7690142884001109,0.7341928505962794,1.0285714285714285,1.0474281897127589,1.2994791666666667,0.8616305160807779,8.800000000000002,9.342885771543084,9.678046875000001,9.49316230366492,21.0,0.014893617021276596,1.0,1.0,0.0,273.0,0.08424908424908427,20.0,19.0,0.01478599221789883,1,1,0,339.0,0.06784660766961652,8.800000000000002,12,0,0,0,0,0,0,9L07-905936
5997,5997,2018-10-02,9L07,905936,2,27.188030334472213,34.857142857142854,-6.569387755102043,7.925078859986139,46.45098180895829,10.0,55.699999999999974,-0.3103703577653953,1.1666666666666667,0.4224089635854339,0.053,-7.20000000000001,0.63,202.4,23.0,202.40000000000006,23.0,466.4000000000002,53.0,316.80000000000007,36.0,360.8000000000001,41.0,580.8000000000002,66.0,182.60000000000005,19.0,35.857142857142854,333.3214285714285,27.285714285714285,264.04071428571433,30.866666666666667,291.89566666666667,290.4000000000001,33.0,0.4339622641509434,0.6414342629482073,0.696969696969697,0.512981704424004,0.758231921678508,0.8238797071052186,2.789473684210526,0.9203187250996017,1.3141361256544501,0.8839864239432274,8.800000000000002,9.295816733067728,9.676884816753928,9.456663066954643,19.0,0.01478599221789883,1.0,1.0,0.0,339.0,0.06784660766961652,19.0,19.0,0.017055655296229804,1,1,0,250.0,0.08,8.8,12,1,0,0,0,0,0,9L07-905936
6182,6182,2018-10-03,9L07,905936,3,33.294518334159,35.0,-1.5908163265306126,13.879063657740016,52.709973010577976,10.0,55.699999999999974,-0.1700194805724128,1.1666666666666667,0.307282913165266,0.027999999999999997,-4.971428571428588,0.514,176.00000000000009,20.0,202.4,23.0,202.40000000000006,23.0,466.4000000000002,53.0,316.80000000000007,36.0,360.8000000000001,41.0,580.8000000000002,66.0,35.42857142857143,327.5071428571428,27.428571428571427,265.45500000000004,30.766666666666666,290.50566666666674,193.60000000000005,22.0,0.8695652173913043,0.564516129032258,0.9090909090909091,1.447587753659087,0.9397646303996492,1.5133871970072272,0.3484848484848485,0.6209677419354839,1.2916666666666667,0.8915028633338492,8.800000000000002,9.24415322580645,9.678046875000001,9.442221018418204,19.0,0.017055655296229804,1.0,1.0,0.0,250.0,0.08,18.0,18.0,0.01634877384196185,1,1,0,199.0,0.09547738693467336,8.800000000000004,12,0,1,0,0,0,0,9L07-905936
6377,6377,2018-10-04,9L07,905936,4,20.228511531791266,28.714285714285715,-5.729591836734692,0.7181827670351488,39.73884029654739,10.0,55.699999999999974,-0.3137063492592815,0.8867924528301887,0.2680672268907561,0.021,-5.257142857142876,0.551,176.10000000000005,19.0,176.00000000000009,20.0,202.4,23.0,202.40000000000006,23.0,466.4000000000002,53.0,316.80000000000007,36.0,360.8000000000001,41.0,35.07142857142857,323.11428571428576,28.0,269.8264285714286,30.166666666666668,284.63233333333335,184.83333333333337,20.666666666666668,0.8260869565217391,0.5417515274949084,0.9193548387096774,0.879500501382229,0.5767803695419099,0.9787989450866741,0.5609756097560976,0.5892735913102513,1.2525510204081631,0.9281767955801105,8.943548387096776,9.213034623217924,9.636658163265308,9.43532596685083,18.0,0.01634877384196185,1.0,1.0,0.0,199.0,0.09547738693467336,5.0,5.0,0.004074979625101874,1,1,0,213.0,0.028169014084507043,9.268421052631581,12,0,0,1,0,0,0,9L07-905936
6559,6559,2018-10-05,9L07,905936,5,25.544969610950496,23.857142857142858,1.877551020408164,6.090677706168472,44.99926151573253,9.1,55.699999999999974,-0.22085226282368028,0.8867924528301887,0.15154061624649856,0.006,-7.142857142857151,0.7390000000000001,61.4,6.0,176.10000000000005,19.0,176.00000000000009,20.0,202.4,23.0,202.40000000000006,23.0,466.4000000000002,53.0,316.80000000000007,36.0,33.357142857142854,306.2857142857143,29.214285714285715,279.99071428571426,29.866666666666667,281.1623333333333,137.83333333333337,15.0,0.3,0.17987152034261245,0.4,1.2772484805475248,0.7658020868379164,1.7029979740633663,0.5555555555555556,0.4496788008565311,1.141809290953545,0.978156887755102,9.188888888888892,9.182012847965739,9.58403422982885,9.413917410714285,5.0,0.004074979625101874,1.0,1.0,0.0,213.0,0.028169014084507043,5.0,5.0,0.004849660523763337,1,1,0,200.0,0.035,10.233333333333333,12,0,0,0,1,0,0,9L07-905936
6750,6750,2018-10-06,9L07,905936,6,41.97564432844088,19.571428571428573,23.77857142857143,22.469808612454077,61.481480044427684,6.4,55.699999999999974,-0.5588152257866432,0.8867924528301887,-0.06386554621848745,0.001,-3.7714285714285833,0.821,72.3,7.0,61.4,6.0,176.10000000000005,19.0,176.00000000000009,20.0,202.4,23.0,202.40000000000006,23.0,466.4000000000002,53.0,31.285714285714285,287.3857142857143,30.285714285714285,286.20500000000004,30.0,282.1823333333333,103.2666666666667,10.666666666666666,0.3684210526315789,0.22374429223744294,0.65625,2.2092444383389935,1.341687261639663,3.9352166557913324,0.3584905660377358,0.3409436834094368,1.0330188679245282,1.0095238095238095,9.681250000000004,9.185844748858448,9.450165094339624,9.406077777777776,5.0,0.004849660523763337,1.0,1.0,0.0,200.0,0.035,17.0,17.0,0.00947603121516165,1,1,0,333.0,0.05105105105105105,10.328571428571427,12,0,0,0,0,1,0,9L07-905936
6949,6949,2018-10-07,9L07,905936,7,14.086261963642466,18.071428767805028,0.31632653061224514,0.0,33.907513520642226,6.4,52.89999999999996,-0.5884648214739748,1.3478260869565215,0.011204481792717158,0.0,-2.342857142857148,0.379,185.30000000000007,17.0,72.3,7.0,61.4,6.0,176.10000000000005,19.0,176.00000000000009,20.0,202.4,23.0,202.40000000000006,23.0,28.5,261.02142857142866,32.57142857142857,305.40500000000003,30.3,284.619,106.33333333333336,10.0,2.8333333333333335,0.5964912280701754,1.7,2.3477103272737443,0.4942548057418409,1.4086261963642466,0.2608695652173913,0.3508771929824561,0.875,1.0749646393210748,10.633333333333336,9.158646616541356,9.376469298245615,9.393366336633663,17.0,0.00947603121516165,1.0,1.0,0.0,333.0,0.05105105105105105,27.0,27.0,0.0144,1,1,0,432.0,0.06944444444444445,10.900000000000004,12,0,0,0,0,0,1,9L07-905936
7142,7142,2018-10-08,9L07,905936,1,9.198365344254,23.70483888838489,-8.667346938775509,0.0,28.16865593899129,6.4,52.89999999999996,-0.27303430143987417,1.0,0.11428571428571427,0.004,1.2857142857142936,0.07200000000000001,323.00000000000006,30.0,185.30000000000007,17.0,72.3,7.0,61.4,6.0,176.10000000000005,19.0,176.00000000000009,20.0,202.4,23.0,28.214285714285715,260.05000000000007,33.92857142857143,316.6978571428572,30.266666666666666,283.45566666666673,193.5333333333334,18.0,4.285714285714286,1.0632911392405062,1.6666666666666667,1.3140521920362858,0.3260180122014076,0.511020296903,0.30434782608695654,0.6379746835443038,0.8315789473684211,1.1209880427942103,10.751851851851855,9.216962025316457,9.334252631578948,9.365275330396479,27.0,0.0144,1.0,1.0,0.0,432.0,0.06944444444444445,21.0,20.0,0.015015015015015015,0,1,0,285.0,0.08070175438596491,10.76666666666667,12,0,0,0,0,0,0,9L07-905936
7323,7323,2018-10-09,9L07,905936,2,8.373010643388714,13.50000061506183,-8.918367346938776,0.0,27.339196282839737,6.4,52.89999999999996,-0.200812079217652,0.8666666666666667,0.0532212885154062,0.001,2.9142857142857284,0.34600000000000003,250.70000000000005,23.0,323.00000000000006,30.0,185.30000000000007,17.0,72.3,7.0,61.4,6.0,176.10000000000005,19.0,176.00000000000009,20.0,27.357142857142858,254.07142857142864,35.857142857142854,333.7835714285714,30.233333333333334,282.5923333333334,253.00000000000003,23.333333333333332,1.3529411764705883,0.8407310704960835,0.9857142857142858,0.49253003784639493,0.3060630522387519,0.3588433132880878,0.85,0.8529155787641427,0.7629482071713148,1.1860135454402267,10.842857142857145,9.28720626631854,9.30870517928287,9.347045203969131,20.0,0.015015015015015015,0.0,1.0,0.0,285.0,0.08070175438596491,13.0,13.0,0.008990318118948824,0,1,0,316.0,0.04430379746835443,10.900000000000002,12,1,0,0,0,0,0,9L07-905936
7502,7502,2018-10-10,9L07,905936,3,14.036747819413891,14.607356257165652,-1.8265306122448988,0.0,33.01705848341597,6.4,52.89999999999996,-0.22653671689881136,0.8666666666666667,-0.04089635854341733,0.0,2.8857142857142883,0.33799999999999997,152.60000000000005,14.0,250.70000000000005,23.0,323.00000000000006,30.0,185.30000000000007,17.0,72.3,7.0,61.4,6.0,176.10000000000005,19.0,27.0,251.92857142857153,35.57142857142857,335.42785714285714,30.433333333333334,284.50566666666674,242.10000000000005,22.333333333333332,0.4666666666666667,0.5185185185185185,0.6268656716417911,0.46789159398046304,0.5198795488671811,0.6285110963916668,1.5789473684210527,0.8271604938271605,0.7590361445783133,1.1688311688311688,10.84029850746269,9.330687830687834,9.429698795180723,9.348488499452356,13.0,0.008990318118948824,0.0,1.0,0.0,316.0,0.04430379746835443,13.0,13.0,0.011082693947144073,0,1,0,284.0,0.04929577464788732,10.900000000000004,12,0,1,0,0,0,0,9L07-905936
7681,7681,2018-10-11,9L07,905936,4,6.994044075114787,13.99999991552034,-7.7030612244897965,0.0,25.99167301261232,6.4,52.89999999999996,-0.3249076442171071,0.8666666666666667,-0.17254901960784316,0.009000000000000001,0.5428571428571347,0.016,152.60000000000005,14.0,152.60000000000005,14.0,250.70000000000005,23.0,323.00000000000006,30.0,185.30000000000007,17.0,72.3,7.0,61.4,6.0,23.285714285714285,221.3428571428572,39.57142857142857,368.4135714285714,30.166666666666668,284.803,185.30000000000004,17.0,0.6086956521739131,0.6012269938650306,0.8235294117647058,0.3040888728310777,0.30035772101719943,0.41141435735969334,3.8333333333333335,0.7300613496932515,0.5884476534296029,1.3117600631412785,10.900000000000002,9.505521472392642,9.310090252707582,9.440983425414364,13.0,0.011082693947144073,0.0,1.0,0.0,284.0,0.04929577464788732,14.0,14.0,0.012259194395796848,0,1,0,356.0,0.04213483146067416,10.900000000000004,12,0,0,1,0,0,0,9L07-905936
7885,7885,2018-10-12,9L07,905936,5,16.144974048148274,13.8930097281982,-0.9816326530612234,0.0,35.06228784115807,6.4,52.89999999999996,0.03620346689400398,0.7333333333333333,-0.31400560224089624,0.028999999999999998,-1.9142857142857257,0.31,168.50000000000006,15.0,152.60000000000005,14.0,152.60000000000005,14.0,250.70000000000005,23.0,323.00000000000006,30.0,185.30000000000007,17.0,72.3,7.0,21.428571428571427,207.60714285714292,41.42857142857143,385.3,30.133333333333333,284.3396666666667,157.90000000000006,14.333333333333334,1.0714285714285714,0.7000000000000001,1.0465116279069766,1.153212432010591,0.7534321222469195,1.126393538242903,2.0,0.668888888888889,0.5172413793103448,1.374841972187105,11.016279069767446,9.688333333333336,9.300344827586207,9.436050884955753,14.0,0.012259194395796848,0.0,1.0,0.0,356.0,0.04213483146067416,8.0,8.0,0.007136485280999108,0,1,0,191.0,0.04712041884816754,11.233333333333338,12,0,0,0,1,0,0,9L07-905936
8101,8101,2018-10-13,9L07,905936,6,40.591760827461705,9.567987278863672,23.361224489795923,21.597232211445046,59.58628944347836,6.4,52.89999999999996,0.023505054195591246,0.7333333333333333,-0.44425770308123225,0.057,-3.6857142857142917,0.821,105.1,9.0,168.50000000000006,15.0,152.60000000000005,14.0,152.60000000000005,14.0,250.70000000000005,23.0,323.00000000000006,30.0,185.30000000000007,17.0,19.5,192.48571428571432,41.07142857142857,381.86428571428576,29.933333333333334,283.7633333333334,142.0666666666667,12.666666666666666,0.6428571428571429,0.46153846153846156,0.7105263157894737,2.899411487675836,2.0816287603826518,3.2046126969048716,0.8235294117647058,0.6495726495726496,0.4747826086956522,1.3720967228762329,11.215789473684213,9.871062271062273,9.297565217391305,9.479844097995548,8.0,0.007136485280999108,0.0,1.0,0.0,191.0,0.04712041884816754,7.0,7.0,0.00360082304526749,1,1,0,360.0,0.025,11.677777777777777,12,0,0,0,0,1,0,9L07-905936
8322,8322,2018-10-14,9L07,905936,7,19.282804537149204,11.230033344340622,4.553061224489796,0.0,40.54147514647436,6.4,52.89999999999996,-0.18564527260179434,0.7333333333333333,-0.5560224089635847,0.086,-2.4000000000000035,0.764,107.1,9.0,105.1,9.0,168.50000000000006,15.0,152.60000000000005,14.0,152.60000000000005,14.0,250.70000000000005,23.0,323.00000000000006,30.0,16.357142857142858,166.8214285714286,37.857142857142854,352.87857142857143,28.966666666666665,276.36,126.90000000000002,11.0,0.6,0.5502183406113537,0.8181818181818182,1.2855203024766135,1.1788614127514796,1.7529822306499276,0.5,0.6724890829694323,0.4320754716981133,1.3069209271740918,11.536363636363639,10.19868995633188,9.321320754716982,9.540621403912544,7.0,0.00360082304526749,1.0,1.0,0.0,360.0,0.025,11.0,11.0,0.006087437742114001,1,1,0,346.0,0.03468208092485549,11.899999999999999,12,0,0,0,0,0,1,9L07-905936
8545,8545,2018-10-15,9L07,905936,1,10.12358947117304,13.249998052401626,-2.135714285714285,0.0,25.847160902308644,6.4,52.89999999999996,-0.2578674948240165,0.43478260869565216,-0.6946778711484587,0.134,-0.8857142857142883,0.39399999999999996,142.80000000000004,12.0,107.1,9.0,105.1,9.0,168.50000000000006,15.0,152.60000000000005,14.0,152.60000000000005,14.0,250.70000000000005,23.0,15.571428571428571,162.56428571428575,35.642857142857146,333.0071428571428,26.333333333333332,253.5326666666667,118.33333333333333,10.0,1.3333333333333333,0.7706422018348624,1.2,1.124843274574782,0.6501387733780851,1.012358947117304,0.391304347826087,0.6422018348623854,0.4368737474949899,1.3535262206148284,11.833333333333332,10.439908256880736,9.342885771543084,9.627822784810128,11.0,0.006087437742114001,1.0,1.0,0.0,346.0,0.03468208092485549,19.0,18.0,0.015477214101461738,0,1,0,252.0,0.07539682539682539,11.900000000000004,12,0,0,0,0,0,0,9L07-905936
8771,8771,2018-10-16,9L07,905936,2,6.291615167407423,12.142857142857142,-6.579591836734696,0.0,21.549670896297542,6.4,52.89999999999996,-0.16547619047619047,0.8,-0.8344537815126045,0.198,0.45714285714286,0.049,187.38,19.0,142.80000000000004,12.0,107.1,9.0,105.1,9.0,168.50000000000006,15.0,152.60000000000005,14.0,152.60000000000005,14.0,15.285714285714286,161.4914285714286,35.857142857142854,333.3214285714285,24.766666666666666,240.28933333333336,145.76000000000002,13.333333333333334,2.111111111111111,1.2429906542056075,1.425,0.6990683519341582,0.41160099226029867,0.4718711375555567,0.6428571428571429,0.8722741433021807,0.42629482071713154,1.447798500288406,10.932,10.564859813084114,9.295816733067728,9.7021265141319,18.0,0.015477214101461738,0.0,1.0,0.0,252.0,0.07539682539682539,7.0,7.0,0.006211180124223602,0,1,0,213.0,0.03286384976525822,9.862105263157895,12,1,0,0,0,0,0,9L07-905936
8999,8999,2018-10-17,9L07,905936,3,13.836688778468508,11.107142743172243,2.496938775510204,0.0,28.941379032778702,6.4,52.89999999999996,0.003070175438596492,0.6842105263157895,-0.958823529411764,0.253,-0.1999999999999984,0.006999999999999999,83.30000000000003,7.0,187.38,19.0,142.80000000000004,12.0,107.1,9.0,105.1,9.0,168.50000000000006,15.0,152.60000000000005,14.0,14.357142857142858,154.87000000000003,35.42857142857143,327.5071428571428,24.433333333333334,237.42266666666671,137.82666666666668,12.666666666666666,0.5833333333333334,0.48756218905472637,0.5526315789473685,1.153057398205709,0.9637494671570105,1.092370166721198,0.8571428571428571,0.8822553897180763,0.40524193548387094,1.4500097446891445,10.88105263157895,10.786965174129355,9.24415322580645,9.717162346521148,7.0,0.006211180124223602,0.0,1.0,0.0,213.0,0.03286384976525822,10.0,10.0,0.007651109410864574,0,1,0,220.0,0.045454545454545456,11.900000000000004,12,0,1,0,0,0,0,9L07-905936
9229,9229,2018-10-18,9L07,905936,4,6.545372935176099,11.261904771834574,-4.784693877551022,0.0,21.63790931581451,6.4,52.89999999999996,-0.2826441102756892,1.0,-1.1299719887955173,0.35200000000000004,0.1714285714285695,0.006,112.0,10.0,83.30000000000003,7.0,187.38,19.0,142.80000000000004,12.0,107.1,9.0,105.1,9.0,168.50000000000006,15.0,13.714285714285714,150.29142857142855,35.07142857142857,323.11428571428576,23.9,232.34266666666673,127.56,12.0,0.5263157894736842,0.7291666666666667,0.8333333333333334,0.34449331237768943,0.4772667765232572,0.5454477445980083,1.2666666666666666,0.875,0.3910386965376782,1.467423789599522,10.63,10.95875,9.213034623217924,9.721450488145052,10.0,0.007651109410864574,0.0,1.0,0.0,220.0,0.045454545454545456,10.0,10.0,0.008291873963515755,0,1,0,270.0,0.037037037037037035,11.2,12,0,0,1,0,0,0,9L07-905936
9464,9464,2018-10-19,9L07,905936,5,5.006850384638863,11.52380945090487,-5.46734693877551,0.0,18.899996844438625,6.4,52.89999999999996,-0.2437552213868003,1.0,-1.275910364145657,0.44299999999999995,-0.3714285714285759,0.027999999999999997,105.0,10.0,112.0,10.0,83.30000000000003,7.0,187.38,19.0,142.80000000000004,12.0,107.1,9.0,105.1,9.0,14.0,153.4057142857143,33.357142857142854,306.2857142857143,23.533333333333335,228.97266666666673,100.10000000000001,9.0,1.4285714285714286,0.7142857142857143,1.1111111111111112,0.7152643406626947,0.35763217033134737,0.5563167094043181,0.7777777777777778,0.6428571428571429,0.4197002141327624,1.4174423310400646,11.122222222222224,10.957551020408165,9.182012847965739,9.729716713881022,10.0,0.008291873963515755,0.0,1.0,0.0,270.0,0.037037037037037035,12.0,12.0,0.00821917808219178,0,1,0,321.0,0.04049844236760125,10.5,12,0,0,0,1,0,0,9L07-905936
9698,9698,2018-10-20,9L07,905936,6,18.71099143593413,11.476190424316671,7.126530612244897,5.000606438393744,32.421376433474514,6.4,52.89999999999996,-0.1326441102756892,1.0,-1.2750700280112035,0.44299999999999995,-0.5428571428571463,0.062,136.5,13.0,105.0,10.0,112.0,10.0,83.30000000000003,7.0,187.38,19.0,142.80000000000004,12.0,107.1,9.0,14.428571428571429,157.99142857142857,31.285714285714285,287.3857142857143,23.933333333333334,230.97266666666673,117.83333333333333,11.0,1.3,0.900990099009901,1.1818181818181819,1.871099143593413,1.2968013866489,1.7009992214485572,1.1111111111111112,0.7623762376237624,0.4611872146118722,1.3072025467568642,10.712121212121211,10.94990099009901,9.185844748858448,9.650668523676883,12.0,0.00821917808219178,0.0,1.0,0.0,321.0,0.04049844236760125,41.0,41.0,0.02149973780807551,1,1,0,503.0,0.08349900596421471,10.5,12,0,0,0,0,1,0,9L07-905936
9928,9928,2018-10-21,9L07,905936,7,18.611243140354354,46.0,0.1306122448979592,4.241241313993825,32.981244966714875,6.4,48.3,-0.09418257181415073,1.0,-0.8408963585434162,0.31,3.8000000000000185,0.3,357.0,42.0,136.5,13.0,105.0,10.0,112.0,10.0,83.30000000000003,7.0,187.38,19.0,142.80000000000004,12.0,16.214285714285715,170.25571428571428,28.5,261.02142857142866,24.4,233.90933333333342,199.5,21.666666666666668,4.2,2.5903083700440526,1.9384615384615385,1.8611243140354354,1.1478299734139248,0.8589804526317394,0.8333333333333334,1.3362701908957415,0.568922305764411,1.168032786885246,9.207692307692307,10.500352422907488,9.158646616541356,9.586448087431698,41.0,0.02149973780807551,1.0,1.0,0.0,503.0,0.08349900596421471,50.0,50.0,0.02679528403001072,1,1,0,355.0,0.14084507042253522,8.5,12,0,0,0,0,0,1,9L07-905936
10159,10159,2018-10-22,9L07,905936,1,24.69928912197894,55.16666666666667,0.31734693877551023,9.642960285998699,39.75561795795917,6.4,49.3,-0.02076987340145231,0.9761904761904762,-0.5747899159663858,0.149,8.971428571428598,0.792,425.0,50.0,357.0,42.0,136.5,13.0,105.0,10.0,112.0,10.0,83.30000000000003,7.0,187.38,19.0,17.642857142857142,177.54142857142855,28.214285714285715,260.05000000000007,23.266666666666666,222.68933333333342,306.1666666666667,35.0,3.8461538461538463,2.834008097165992,1.4285714285714286,1.8999453170753031,1.3999597073186443,0.705693974913684,0.6842105263157895,1.9838056680161944,0.6253164556962025,1.2126483831354893,8.747619047619049,10.063076923076922,9.216962025316457,9.571174785100292,50.0,0.02679528403001072,1.0,1.0,0.0,355.0,0.14084507042253522,21.0,21.0,0.019644527595884004,0,1,0,292.0,0.07534246575342465,8.5,12,0,0,0,0,0,0,9L07-905936
10409,10409,2018-10-23,9L07,905936,2,12.775724185760113,11.464305251576329,-8.144897959183675,0.0,27.93983629689899,6.4,49.3,-0.05550671550671546,0.82,-0.6123249299719883,0.16899999999999998,5.971428571428584,0.41200000000000003,217.80000000000007,22.0,425.0,50.0,357.0,42.0,136.5,13.0,105.0,10.0,112.0,10.0,83.30000000000003,7.0,17.571428571428573,175.1914285714286,27.357142857142858,254.07142857142864,22.7,217.07233333333343,333.2666666666667,38.0,0.5238095238095238,1.2520325203252032,0.5789473684210527,0.3041839091847646,0.7270737341489495,0.3362032680463188,6.0,2.16260162601626,0.6422976501305483,1.2051604782882317,8.770175438596493,9.970243902439025,9.28720626631854,9.562657856093985,21.0,0.019644527595884004,0.0,1.0,0.0,292.0,0.07534246575342465,17.0,15.0,0.01201923076923077,0,1,0,296.0,0.057432432432432436,9.900000000000004,12,1,0,0,0,0,0,9L07-905936
10790,10790,2018-10-24,9L07,905936,3,28.236686351129023,24.53570661678011,3.751020408163265,13.068551751747005,43.40482095051104,6.4,49.3,0.01808635808635809,1.14,-0.6439775910364143,0.18600000000000003,1.9999999999999931,0.052000000000000005,168.09000000000003,17.0,217.80000000000007,22.0,425.0,50.0,357.0,42.0,136.5,13.0,105.0,10.0,112.0,10.0,17.785714285714285,176.29785714285717,27.0,251.92857142857153,22.333333333333332,212.84066666666675,270.2966666666667,29.666666666666668,0.34,0.9558232931726908,0.5730337078651685,0.5647337270225805,1.5876048550835595,0.9517984163301918,5.0,1.6680053547523428,0.6587301587301587,1.2089552238805972,9.111123595505617,9.912329317269078,9.330687830687834,9.530179104477616,15.0,0.01201923076923077,0.0,1.0,0.0,296.0,0.057432432432432436,24.0,24.0,0.01937046004842615,0,1,0,304.0,0.07894736842105263,9.887647058823532,12,0,1,0,0,0,0,9L07-905936
11040,11040,2018-10-25,9L07,905936,4,21.76319327665106,21.714285294990677,-4.414285714285716,6.488002078483392,37.03838447481873,6.4,49.3,-0.08093324975677918,1.14,-0.6498599439775906,0.18899999999999997,-1.371428571428594,0.031,207.45,24.0,168.09000000000003,17.0,217.80000000000007,22.0,425.0,50.0,357.0,42.0,136.5,13.0,105.0,10.0,18.5,180.2157142857143,23.285714285714285,221.3428571428572,22.1,210.63000000000005,197.78000000000006,21.0,1.0909090909090908,1.2972972972972974,1.1428571428571428,0.9892360580295936,1.176388825764922,1.0363425369833839,2.2,1.135135135135135,0.794478527607362,1.0536522301228182,9.41809523809524,9.741389961389963,9.505521472392642,9.530769230769232,24.0,0.01937046004842615,0.0,1.0,0.0,304.0,0.07894736842105263,12.0,12.0,0.0097799511002445,0,1,0,331.0,0.03625377643504532,8.643749999999999,12,0,0,1,0,0,0,9L07-905936
11296,11296,2018-10-26,9L07,905936,5,20.74204386386956,12.751379077163488,-4.581632653061224,5.374834042412457,36.10925368532666,6.4,49.3,-0.03232213864566805,1.14,-0.6826330532212879,0.20600000000000002,-6.657142857142876,0.6990000000000001,116.28,12.0,207.45,24.0,168.09000000000003,17.0,217.80000000000007,22.0,425.0,50.0,357.0,42.0,136.5,13.0,18.285714285714285,176.4857142857143,21.428571428571427,207.60714285714292,20.566666666666666,196.72533333333337,163.94000000000003,17.666666666666668,0.7058823529411765,0.65625,0.6792452830188679,1.2201202272864449,1.1343305238053667,1.1740779545586544,1.3076923076923077,0.9661458333333335,0.8533333333333334,1.0419078490391294,9.279622641509436,9.6515625,9.688333333333336,9.56525121555916,12.0,0.0097799511002445,0.0,1.0,0.0,331.0,0.03625377643504532,18.0,16.0,0.013333333333333334,0,1,0,326.0,0.061349693251533735,9.69,12,0,0,0,1,0,0,9L07-905936
